,r_cnn_proba,colab_cnn_proba,gnb_pixels_proba,gnb_pixels_predictions,gnb_hog_proba,gnb_hog_predictions,log_reg_pixels_proba,log_reg_pixels_predictions,log_reg_hog_proba,log_reg_hog_predictions,ground_truth
0,0.019167125,3.707409e-05,1.0,1,3.0428967959867963e-55,0,0.553703937462146,1,0.2000103116698675,0,0
1,0.06037274,0.85137427,5.8267229326842e-91,0,1.1791163360310832e-38,0,0.36526550454058326,0,0.3507561014530615,0,0
2,0.06256515,1.7553568e-05,6.175054817265825e-114,0,6.1766484797314505e-09,0,0.5889552300128138,1,0.4731649446766346,0,0
3,0.029934227,5.5760145e-05,9.482132021281468e-238,0,2.0321936446924925e-33,0,0.1816478884541196,0,0.09793476617148557,0,0
4,0.991107,1.0,9.665187294601553e-10,0,1.0,1,0.8886779942105386,1,0.699010183124756,1,1
5,0.9993603,1.0,2.41878601392627e-66,0,1.0,1,0.7464929245480156,1,0.905102590156136,1,1
6,0.9947418,1.0,1.0,1,1.0,1,0.6769828761878401,1,0.9821355236626165,1,1
7,0.068674535,0.0015251637,8.869247194235823e-63,0,0.999790723363145,1,0.3208208811174854,0,0.2242431524756211,0,0
8,0.99982333,1.0,1.0,1,7.675406247100076e-14,0,0.9240974261583021,1,0.741479778313969,1,1
9,0.99999654,1.0,1.0,1,1.0,1,0.973095843353203,1,0.7627605534477164,1,1
10,0.99998856,1.0,1.1680359137328495e-62,0,1.0,1,0.5391249192985741,1,0.9437173133687552,1,1
11,0.02355212,0.00040331483,1.4645516319837088e-184,0,3.028028955080485e-11,0,0.7976957227077027,1,0.3418446541297528,0,0
12,0.19383001,0.0015013516,9.116224190228855e-197,0,6.32469109624876e-42,0,0.4771405445844169,0,0.2493802406610544,0,0
13,0.9999074,1.0,3.4283499515514967e-215,0,5.040753379407106e-06,0,0.3490760600070425,0,0.8681547675704763,1,1
14,1.0,1.0,1.0,1,1.0,1,0.9692618899157398,1,0.9960511644220921,1,1
15,0.03574148,0.00031080842,5.613814520972666e-210,0,2.788401407070067e-50,0,0.4606927878667967,0,0.13747454051676591,0,0
16,1.0,1.0,1.0,1,1.0,1,0.25207759248034745,0,0.8683642624666957,1,1
17,0.03861153,0.0003196895,3.886910891278054e-232,0,4.1807199857985295e-51,0,0.18084113264967827,0,0.11943226908075319,0,0
18,0.044745535,3.33488e-05,1.5081653953774918e-87,0,7.696864805174106e-38,0,0.5616041834233083,1,0.28125123997306967,0,0
19,0.99744743,1.0,9.286024999225183e-137,0,1.4604144432243843e-12,0,0.18078299480554821,0,0.7588869775357402,1,1
20,0.035535455,1.3828278e-05,1.367036254853242e-147,0,5.448795920459431e-42,0,0.5542104534825533,1,0.2263484257461401,0,0
21,0.040378094,0.00044718385,1.0516519070026847e-200,0,6.547491514478732e-53,0,0.5513439192494795,1,0.1237807026374148,0,0
22,0.99833775,1.0,1.6803415895900954e-90,0,1.0,1,0.5083526051042229,1,0.7834518390213727,1,1
23,0.9993044,1.0,1.0,1,1.0,1,0.6203854462759101,1,0.8499285790388971,1,1
24,0.99978924,1.0,3.5986247496637212e-81,0,1.3490991113322865e-35,0,0.6731299579642981,1,0.2225851462342343,0,1
25,0.066954434,0.00043478608,2.612652267505283e-29,0,0.9999590318650269,1,0.8540453064689287,1,0.22018151232511274,0,0
26,0.9459077,1.0,9.525041553508566e-82,0,1.4913648120225285e-07,0,0.4936519195244407,0,0.41679866050346664,0,1
27,0.042921275,8.34465e-07,1.1726305087440298e-148,0,3.4817127579381747e-43,0,0.7282192309336415,1,0.5778887267545273,1,0
28,0.9919834,1.0,3.725288807868694e-164,0,7.939677952201383e-15,0,0.46073840666826005,0,0.8938490133085949,1,1
29,0.03832096,3.59118e-05,8.634113974372409e-206,0,1.2344957970529151e-27,0,0.3844299077210515,0,0.4784419543142043,0,0
30,0.041742206,0.00032532215,9.48312048016077e-122,0,3.3357353581117088e-46,0,0.5471850793434572,1,0.16470287235741118,0,0
31,0.9411733,1.0,1.0,1,4.189714954383772e-20,0,0.9235557663441225,1,0.5192629563130844,1,1
32,0.0410873,4.4703484e-05,2.4108271666801364e-190,0,6.14741037562492e-46,0,0.13975427459332443,0,0.17511109577297518,0,0
33,0.033439934,6.7055225e-06,4.1062158327383707e-209,0,1.3973032766433647e-48,0,0.23913520414602413,0,0.13968282003149946,0,0
34,0.99684,1.0,2.8023010866660504e-89,0,2.860507985665073e-31,0,0.39000539993167604,0,0.4870967394525516,0,1
35,0.028636307,2.5629997e-06,3.378856274768263e-207,0,2.0617763031646843e-59,0,0.18678139837198454,0,0.06242554384476319,0,0
36,0.14578146,0.00016543269,9.342783248535061e-184,0,6.651860531220844e-29,0,0.33745707219737925,0,0.44568880995546906,0,0
37,1.0,1.0,1.0,1,0.9999725972825891,1,0.8120046316499483,1,0.8974478069114487,1,1
38,0.999992,1.0,1.0,1,1.0,1,0.17716879148968426,0,0.7325221192539052,1,1
39,0.4273691,0.0,1.0,1,1.0,1,0.1992190214582613,0,0.7012587706868474,1,1
40,0.5135873,0.0016034245,1.0,1,1.0,1,0.720824343749989,1,0.6557619132810674,1,0
41,0.14595258,2.9802322e-08,1.0,1,1.0,1,0.39696811345620153,0,0.44670753469874347,0,0
42,0.04812947,4.172325e-07,5.08867600453163e-222,0,2.2028422161503637e-41,0,0.14902866138283943,0,0.2939489063896322,0,0
43,0.086889684,3.1292439e-06,1.0,1,2.957741392904936e-21,0,0.8397187947725607,1,0.6579114417102913,1,0
44,0.999707,1.0,1.0,1,1.5314295818873794e-23,0,0.6377709477444209,1,0.26864147429264423,0,1
45,0.07150799,0.0009313822,3.3789505661768627e-128,0,2.1086068534154006e-25,0,0.8117063533224066,1,0.34521286288328934,0,0
46,0.05837831,0.0002631843,4.751404446064841e-219,0,2.63898589246756e-49,0,0.2577475323196985,0,0.06788406957475568,0,0
47,0.9943149,0.17089158,0.999999998074145,1,1.0,1,0.43623937256156436,0,0.9199461870757062,1,1
48,0.99987525,1.0,1.0,1,1.0,1,0.9568279130533411,1,0.8889117594281116,1,1
49,0.014061511,1.013279e-06,2.6573307596522055e-231,0,1.4019415738814464e-50,0,0.21889014239860138,0,0.16494753991298775,0,0
50,0.04996273,0.00054576993,3.306452524843073e-175,0,3.3037588951547176e-41,0,0.3924746513667143,0,0.10086104432569741,0,0
51,1.0,1.0,1.0,1,1.0,1,0.8936903693845392,1,0.9203587769926946,1,1
52,0.96316755,1.0,1.0,1,1.0,1,0.25730571467606683,0,0.8578406054388451,1,1
53,0.9868406,1.0,1.2079576805006492e-219,0,0.9999999999997726,1,0.13745316859988307,0,0.5302618765365759,1,1
54,0.013579249,0.0009860396,3.1112831343067955e-196,0,2.638570359420128e-59,0,0.16651027311737002,0,0.03447902942460024,0,0
55,0.05384636,9.5546246e-05,1.001723938447407e-177,0,3.4819384449872806e-37,0,0.6051902758915254,1,0.38947881914611965,0,1
56,0.28037572,9.059906e-06,1.0,1,1.0,1,0.8403459543962257,1,0.3357697490417612,0,1
57,1.0,1.0,1.0,1,1.0,1,0.9649526889815083,1,0.9161301300674581,1,1
58,0.8721846,0.044648588,1.0,1,1.0,1,0.19313172035394868,0,0.9732560070009489,1,1
59,0.071783096,0.999954,6.892789621218848e-236,0,1.4253467750238474e-37,0,0.10977239900090438,0,0.3874464508329725,0,1
60,0.04495901,4.4047832e-05,0.00023412620219676324,0,2.5188513430436205e-31,0,0.7715208012658092,1,0.5226495565483381,1,0
61,0.9931731,1.0,9.381753015366192e-10,0,1.0,1,0.7461166064968691,1,0.7410655937902647,1,1
62,0.9203116,1.0,1.0,1,1.0,1,0.4681605686277481,0,0.7567580299574617,1,1
63,0.015398562,7.992983e-05,5.149330553750862e-241,0,1.6513881489745795e-57,0,0.21830577336872448,0,0.04359880932119128,0,0
64,0.028060943,4.5627356e-05,5.7647562994864694e-213,0,1.4333978403057585e-50,0,0.08760726417939714,0,0.0799923370422708,0,0
65,0.9999745,1.0,1.3536092694708266e-116,0,1.1574813947493618e-16,0,0.5124050913977951,1,0.45935449957825414,0,1
66,0.12772727,0.018013865,1.0,1,1.0545172246785083e-49,0,0.6666185590258468,1,0.5434792667534198,1,1
67,0.018274218,1.7881393e-07,2.0384868118503157e-209,0,2.778375281632188e-39,0,0.07758397530747627,0,0.1669083517019015,0,0
68,0.99757624,1.0,1.0,1,1.1263586326270703e-44,0,0.7971633890920324,1,0.22586767466627922,0,1
69,0.0438402,4.8190355e-05,2.438963935188998e-146,0,1.144281354379906e-47,0,0.4465950504331177,0,0.3842537954455358,0,0
70,0.99999815,1.0,1.0,1,0.9995930757800537,1,0.8898271271225618,1,0.9245991594522791,1,1
71,0.09428516,0.0066418946,1.0,1,1.0,1,0.7049809947695435,1,0.6310402050192436,1,0
72,0.9877802,1.0,0.038453184634500884,0,0.9999999997296527,1,0.5631347049955809,1,0.5041144507594446,1,1
73,0.99009144,0.9999999,8.214356352809523e-64,0,0.9999994795931788,1,0.5393861330455405,1,0.7376057278132975,1,1
74,0.93887246,1.0,1.0,1,1.0,1,0.8508937596622642,1,0.9013637561988429,1,1
75,0.99196875,1.0,2.4194233716618506e-71,0,3.3150847860859954e-28,0,0.4967882580577496,0,0.4415439315020469,0,1
76,0.088591576,0.6744654,7.00324816286925e-185,0,1.762761533715804e-41,0,0.17911813348431796,0,0.5561956055881475,1,0
77,0.038409323,7.799268e-05,1.657508978132488e-235,0,5.4531740168117285e-49,0,0.2044852778860571,0,0.24833056278149773,0,0
78,0.042488396,0.045266956,1.0,1,4.640704754362454e-39,0,0.58112552841425,1,0.11408080776282359,0,0
79,0.042093575,2.4586916e-05,2.156248731255867e-230,0,2.51775383138221e-44,0,0.18302350412241927,0,0.1497601241631798,0,0
80,0.013917565,5.811453e-06,1.2259723799652022e-243,0,3.3768983252946142e-53,0,0.14350278847681872,0,0.09257629009430467,0,0
81,0.016177952,5.364418e-07,5.8454200566923124e-201,0,2.709278544313912e-42,0,0.36791399139821496,0,0.4289443180622733,0,0
82,0.9974997,1.0,3.4912592629067417e-78,0,1.0,1,0.4534027347725511,0,0.6038481693766801,1,1
83,0.0276424,4.976988e-06,8.074408289531055e-172,0,4.9161830019582765e-51,0,0.5150615375919488,1,0.20701332349259335,0,0
84,0.012418479,2.1457672e-06,3.496733067302965e-241,0,3.5922555965530624e-51,0,0.15576232168438756,0,0.12342871430999673,0,0
85,0.07529816,0.05861187,6.317133656369831e-109,0,2.106024725648845e-41,0,0.45801681295266067,0,0.24387269310836443,0,0
86,0.028855711,0.00025445223,9.606614558275292e-203,0,1.975087739862624e-40,0,0.34185884935400895,0,0.1470941571772253,0,0
87,0.023566872,1.66893e-06,9.312443309141636e-200,0,3.9167053282535555e-50,0,0.3210645680410822,0,0.1502058101303271,0,0
88,1.0,1.0,1.0,1,1.0,1,0.8321322257338665,1,0.9855263027357533,1,1
89,0.73955774,1.9073486e-06,1.0,1,1.0,1,0.6243457129589345,1,0.5285913181048455,1,1
90,0.9851353,1.0,1.999418377938854e-168,0,4.11017282797041e-43,0,0.577374984688774,1,0.2832662816647788,0,1
91,0.5695065,0.99972403,1.0538721840631138e-228,0,5.057462512039897e-27,0,0.20043115011430093,0,0.6382752806536592,1,1
92,0.024184227,3.516674e-06,7.293547518842911e-207,0,7.102517576254587e-49,0,0.07117353137265074,0,0.07617631223020141,0,0
93,0.096120745,8.940697e-06,6.217431379587179e-156,0,1.9866004855951356e-29,0,0.3113656186600945,0,0.19371616239284484,0,0
94,0.95528543,1.0,1.0,1,1.0,1,0.954657760927596,1,0.963926684127995,1,1
95,0.99996686,1.0,3.7645406788135616e-173,0,1.0,1,0.47939831569140273,0,0.8542005269964322,1,1
96,0.036922038,1.5795231e-06,1.0,1,0.00036765145009800816,0,0.1873488546298282,0,0.32765708701741525,0,0
97,0.7743681,0.9984582,3.567082145582392e-192,0,1.0110802898398498e-34,0,0.13764474775547117,0,0.19180967024422282,0,1
98,0.015681952,1.2218952e-06,4.047643682611047e-194,0,1.1466242639385936e-47,0,0.4861704898614968,0,0.2532367850035184,0,0
99,1.0,1.0,1.0,1,1.0,1,0.8073742607957175,1,0.9927320910889804,1,1
100,0.04771033,0.00083863735,1.0,1,7.553369310291051e-38,0,0.9305642716099543,1,0.35435051486472385,0,0
101,0.034665883,0.0011448264,6.704313065452841e-210,0,3.9654090889148796e-53,0,0.42676384920319593,0,0.14500177447101004,0,0
102,0.03167358,3.5762787e-07,1.4799550894955352e-175,0,4.2547935734262927e-54,0,0.23491026857295777,0,0.09937510949412418,0,0
103,0.9340298,0.9994786,1.0,1,1.0,1,0.937619588087616,1,0.8539141138868942,1,1
104,0.06713492,3.5762787e-06,2.6787452681058622e-174,0,2.2490070945881332e-46,0,0.5613406451790927,1,0.13496132790899085,0,0
105,0.070219606,0.00078737736,0.9999999987589945,1,3.7106702912664993e-25,0,0.530660339334618,1,0.54195513421852,1,0
106,0.020801961,1.013279e-05,1.0,1,1.0673202215399096e-36,0,0.3893561185018448,0,0.26283678540015115,0,0
107,0.60003847,0.9999987,5.4689276287713505e-160,0,1.042714588400763e-20,0,0.34247418591801715,0,0.3143931818340474,0,1
